longitude,latitude,lacounty:ain,streetnumber,streetname,addr:unit,postcode,city,source
-118.3277439,33.3455763,7480020012,108,Maiden Lane,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3274747,33.34503704,7480019012,108,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3253712,33.34306274,7480015002,108,Catalina Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3244782,33.34160219,7480010016,108,Middle Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3293735,33.34557935,7480023008,109,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.327819,33.34586171,7480020006,109,Maiden Lane,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3248113,33.34275474,7480015015,109,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3296561,33.34186915,,109,Tremont Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3305902,33.34301921,7480028015,110,Bonita Way,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3322547,33.34352576,7480025003,110,Las Lomas Drive,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3290428,33.34652249,7480022063,110,Chimes Tower Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3279951,33.34628707,7480022056,110,Hill Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.327897,33.34597936,,110,Olive Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3279547,33.34619506,7480022046,111,Olive Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3282409,33.34653799,7480022002,111,Hill Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3275556,33.34519158,7480020016,111,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3273847,33.34485106,7480019023,111,Crescent Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3264738,33.3438533,7480017001,111,Sumner Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3248769,33.34268222,7480015017,111,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3296278,33.34192307,,111,Tremont Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3279938,33.34591422,7480020005,112,Olive Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3245664,33.34252293,7480011001,112,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3293129,33.3455079,7480023007,113,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3295805,33.34197504,,113,Tremont Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3276538,33.34501001,,114,Marilla Avenue,1,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3276538,33.34501001,,114,Marilla Avenue,2,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3276538,33.34501001,,114,Marilla Avenue,3,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3276538,33.34501001,,114,Marilla Avenue,4,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3281786,33.34627288,7480022015,114,Hill Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3286455,33.3462753,7480022005,114,Chimes Tower Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3281043,33.34585714,7480020030,114,Olive Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3278761,33.34553031,7480020013,114,Maiden Lane,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3254315,33.34299588,7480015003,114,Catalina Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.324641,33.34247686,7480011002,114,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3280887,33.34614968,7480022016,115,Olive Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3278854,33.34531182,7480020017,115,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3226023,33.34168568,7480009007,115,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3255133,33.34290479,7480015016,116,Catalina Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3247097,33.34242335,7480011032,116,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.327541,33.34473568,7480019013,117,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3292415,33.34542246,7480023006,117,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3279629,33.34576958,7480020029,117,Maiden Lane,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3272409,33.3433404,7480017025,117,Sumner Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3249619,33.34258727,7480015018,117,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3276314,33.34423327,7480018909,118,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3263328,33.34325599,7480016007,118,Sumner Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3282071,33.3460882,7480022019,119,Olive Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3283068,33.34560098,7480020028,119,Maiden Lane,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3250265,33.34251556,7480015010,119,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3275735,33.34442586,7480018024,120,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3282899,33.34621513,7480022017,120,Hill Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.327812,33.34500679,7480019004,120,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3255912,33.34281836,7480015006,120,Catalina Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3276753,33.3447023,7480019014,121,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3291659,33.3453333,7480023005,121,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.325069,33.34246812,7480015009,121,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3284012,33.34615744,7480022018,122,Hill Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3289489,33.34535627,7480020026,122,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3264487,33.3431241,7480016009,122,Sumner Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3247708,33.34235751,7480011027,122,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3226749,33.34204921,7480010036,122,Middle Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3290941,33.34524782,7480023021,123,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3283184,33.34603055,7480022020,123,Olive Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3280797,33.34529086,7480020018,123,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3273441,33.34410377,7480018004,123,Metropole Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3227476,33.34165246,7480009028,123,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3299726,33.3449437,7480023027,124,,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3284229,33.34640306,7480022065,124,Chimes Tower Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3248212,33.34230143,7480011028,124,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3284272,33.34598219,7480022044,125,Olive Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3274983,33.34399868,7480018009,125,Metropole Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3251396,33.34238961,7480015008,125,3rd Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3297539,33.34514944,7480023028,126,,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3279268,33.34500381,7480019005,126,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3256207,33.34275399,7480015007,126,Catalina Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3248619,33.34226042,7480011006,126,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.329003,33.34513974,7480023002,127,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.328206,33.34526825,7480020019,127,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3287282,33.34526629,7480020025,128,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3280651,33.34496392,7480019006,128,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3266093,33.34252594,7480016009,128,Sumner Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3248954,33.34222315,7480011007,128,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3279119,33.34464377,7480019015,129,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3285387,33.34592441,7480022043,129,Olive Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3277568,33.34434536,7480018005,130,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3297217,33.3450114,7480023016,130,,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3282318,33.34493332,7480019007,130,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3247447,33.34198269,7480011038,130,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3228873,33.34187185,7480010050,130,Middle Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3288133,33.34629723,7480022045,131,Hill Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3278023,33.34381109,7480018009,131,Metropole Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3286995,33.34513714,7480020024,132,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3227616,33.34192018,7480010049,132,Middle Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3289805,33.34498679,7480023001,133,Vieudelou Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3233283,33.34167791,7480009014,133,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3278792,33.34430755,7480018006,134,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3296044,33.34496229,7480023017,134,,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3287439,33.34596998,7480022024,134,Hill Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3286507,33.34586767,7480022025,135,Olive Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3283337,33.34524537,7480020020,137,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3280051,33.34431906,7480018007,138,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3294851,33.34488838,7480023023,138,,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.32834,33.34453342,7480019016,139,Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3284633,33.34522214,7480020021,145,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3285467,33.34512299,7480020022,147,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3230662,33.3421986,7480010031,149,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3285864,33.34486822,7480019009,150,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3236278,33.34198765,7480010022,150,Middle Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3275973,33.34571652,7480020010,153,Crescent Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3237961,33.34176018,7480009019,153,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3286506,33.3450657,7480020023,155,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3275281,33.34562319,7480020011,155,Crescent Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3235969,33.34212436,7480010001,155,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3237977,33.34199712,7480010021,156,Middle Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.327544,33.34548832,7480020031,159,Crescent Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3239875,33.34197765,7480010020,160,Middle Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3237357,33.34212803,7480010002,161,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3231053,33.34186545,7480010040,162,Middle Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3274035,33.34528403,7480020032,163,Crescent Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.323368,33.34193984,7480010023,166,Middle Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3240468,33.342114,7480010004,173,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3241854,33.34206971,,175,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3243439,33.34167378,7480010017,176,Middle Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3244319,33.34138264,7480009800,181,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3243417,33.34187369,7480010007,183,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3244381,33.34178752,7480010008,187,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3289149,33.34679641,7480022030,189,Chimes Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3245712,33.3417211,7480010038,191,Lower Terrace,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3223678,33.34183399,7480009039,197,Lower Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.328726,33.34679475,7480022029,199,Chimes Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3287127,33.34484152,7480019010,200,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3258422,33.34253632,7480014001,200,Catalina Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3254241,33.34231601,7480013001,200,Descanso Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3249813,33.34212788,7480011009,200,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3242237,33.34177991,7480010018,200,Middle Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3320985,33.33861642,7480002907,200,Falls Canyon Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3305738,33.34165799,7480002072,200,Tremont Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3281205,33.34379188,,201,Calle Del Sol,A,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3281205,33.34379188,,201,Calle Del Sol,B,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3281205,33.34379188,,201,Calle Del Sol,C,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3281205,33.34379188,,201,Calle Del Sol,D,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3281962,33.34431828,7480027004,201,East Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3256545,33.3424673,7480014031,201,Descanso Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3252821,33.34222042,7480013034,201,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3250225,33.34208213,7480011010,202,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3281892,33.34424136,7480027003,203,East Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3256992,33.34241708,7480014030,203,Descanso Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3254718,33.34226276,7480013002,204,Descanso Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3250626,33.34203694,7480011011,204,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3282501,33.34366002,,205,Calle Del Sol,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3284934,33.34450661,7480019017,205,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.327137,33.34314494,7480017026,205,Sumner Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3253392,33.34215732,7480013033,205,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3279282,33.34408509,7480018909,206,East Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3283899,33.34419622,7480027005,206,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3259197,33.34245006,7480014002,206,Catalina Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3255152,33.34221467,7480013041,206,Descanso Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3250975,33.34199363,7480011034,206,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3282501,33.34366002,,207,Calle Del Sol,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3286216,33.34448164,7480019018,207,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3291033,33.34304185,7480030007,207,Beacon Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3257427,33.34236888,7480014029,207,Descanso Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3253953,33.34209479,7480013032,207,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3214462,33.34118293,7480004007,207,Wrigley Terrace Road,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3284902,33.34417165,7480027006,208,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3259711,33.34239315,7480014003,208,Catalina Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.32556,33.3421683,7480013004,208,Descanso Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3251389,33.34195267,7480011013,208,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3282501,33.34366002,,209,Calle Del Sol,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.328162,33.34414333,7480027002,209,East Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3289894,33.3429869,7480030006,209,Beacon Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3258077,33.34229656,7480014028,209,Descanso Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3275654,33.34336886,7480017028,210,Metropole Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3256102,33.34212345,7480013005,210,Descanso Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3251794,33.34190704,7480011014,210,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3289563,33.34473074,,210,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3289563,33.34473074,,211,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3279255,33.34351088,7480018043,211,Metropole Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3254863,33.34200803,7480013031,211,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3285896,33.34414682,7480027007,212,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3260223,33.34233608,7480014004,212,Catalina Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3256538,33.34207512,7480013006,212,Descanso Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3252162,33.34186154,7480011029,212,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3289563,33.34473074,,212,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3289563,33.34473074,,213,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3258727,33.34222401,7480014027,213,Descanso Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3285671,33.34323018,7480018018,214,Beacon Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3260992,33.34225055,7480014005,214,Catalina Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3252579,33.34181958,7480011016,214,Clarissa Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3289563,33.34473074,,214,Marilla Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3289563,33.34473074,,215,West Whittley Avenue,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
-118.3288898,33.34291498,7480030005,215,Beacon Street,,90704,Avalon,http://egis3.lacounty.gov/dataportal/2012/06/19/la-county-address-points/
